budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.google.com,5175,"[{""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Rush Hour 2,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.",35.814765,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",03-08-2001,347325802,90.0,"[{""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Get ready for a second Rush!,Rush Hour 2,6.4,1054
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.google.com,2048,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3703, ""name"": ""law""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 220903, ""name"": ""humanoid robot""}]",en,"I, Robot","In 2035, where robots are common-place and abide by the three laws of robotics, a techno-phobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger.",95.914473,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Mediastream Vierte Film GmbH & Co. Vermarktungs KG"", ""id"": 19354}, {""name"": ""Canlaws Productions"", ""id"": 19355}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",15-07-2004,347234916,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Laws are made to be broken.,"I, Robot",6.7,3793
55000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",http://www.google.com,10530,"[{""id"": 1463, ""name"": ""culture clash""}, {""id"": 3591, ""name"": ""settler""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4090, ""name"": ""colony""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4542, ""name"": ""gold rush""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 9840, ""name"": ""romance""}, {""id"": 10322, ""name"": ""native american""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 160977, ""name"": ""virginia""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 173808, ""name"": ""reference to pizarro""}, {""id"": 173811, ""name"": ""jamestown virginia""}, {""id"": 173815, ""name"": ""pug dog""}, {""id"": 173823, ""name"": ""cross cultural relationship""}, {""id"": 173824, ""name"": ""musket""}, {""id"": 173825, ""name"": ""animate tree""}, {""id"": 180217, ""name"": ""indian chief""}, {""id"": 185343, ""name"": ""based on folk tale""}, {""id"": 207941, ""name"": ""17th century""}, {""id"": 208426, ""name"": ""shamanism""}, {""id"": 225547, ""name"": ""songs""}, {""id"": 230456, ""name"": ""indians vs. settlers""}, {""id"": 234183, ""name"": ""animal sidekick""}, {""id"": 234184, ""name"": ""powhatan""}, {""id"": 234185, ""name"": ""land claim""}]",en,Pocahontas,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.",47.845589,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-06-1995,346079773,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An American legend comes to life.,Pocahontas,6.7,1457
123000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.grinched.com/,8871,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1991, ""name"": ""santa claus""}, {""id"": 5331, ""name"": ""village""}, {""id"": 9963, ""name"": ""kids and family""}]",en,How the Grinch Stole Christmas,"Inside a snowflake exists the magical land of Whoville. In Whoville, live the Whos, an almost mutated sort of Munchkin-like people. All the Whos love Christmas, yet just outside of their beloved Whoville lives the Grinch. The Grinch is a nasty creature that hates Christmas, and plots to steal it away from the Whos, whom he equally abhors. Yet a small child, Cindy Lou Who, decides to try befriending the Grinch.",45.419668,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",17-11-2000,345141403,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,He puts the mean in green.,How the Grinch Stole Christmas,6.2,1386
185000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.startrekmovie.com/,188927,"[{""id"": 9663, ""name"": ""sequel""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 158449, ""name"": ""hatred""}, {""id"": 161176, ""name"": ""space opera""}]",en,Star Trek Beyond,"The USS Enterprise crew explores the furthest reaches of uncharted space, where they encounter a mysterious new enemy who puts them and everything the Federation stands for to the test.",65.352913,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Bad Robot"", ""id"": 11461}, {""name"": ""Perfect Storm Entertainment"", ""id"": 34530}, {""name"": ""Alibaba Pictures Group"", ""id"": 69484}, {""name"": ""Skydance Media"", ""id"": 82819}, {""name"": ""Sneaky Shark"", ""id"": 83644}, {""name"": ""Huahua Media"", ""id"": 83645}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07-07-2016,343471816,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There is no Tag Line,Star Trek Beyond,6.6,2568
80000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://www.google.com,7518,"[{""id"": 990, ""name"": ""squirrel""}, {""id"": 1240, ""name"": ""eating and drinking""}, {""id"": 1950, ""name"": ""vororte""}, {""id"": 2105, ""name"": ""garden""}, {""id"": 2522, ""name"": ""grizzly bear""}, {""id"": 2847, ""name"": ""entrapment""}, {""id"": 2922, ""name"": ""suburbian idyll""}, {""id"": 3700, ""name"": ""garbage""}, {""id"": 5774, ""name"": ""forest""}, {""id"": 6362, ""name"": ""turtle""}, {""id"": 7125, ""name"": ""hiding in a garbage container""}, {""id"": 7948, ""name"": ""skunk""}, {""id"": 7949, ""name"": ""racoon""}, {""id"": 18165, ""name"": ""animal""}]",en,Over the Hedge,"A scheming raccoon fools a mismatched family of forest creatures into helping him repay a debt of food, by invading the new suburban sprawl that popped up while they were hibernating – and learns a lesson about family himself.",36.32705,"[{""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-04-2006,343397247,83.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Taking back the neighborhood... One snack at a time.,Over the Hedge,6.3,1074
75000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 16, ""name"": ""Animation""}]",http://www.munkyourself.com/,55301,"[{""id"": 9663, ""name"": ""sequel""}, {""id"": 10986, ""name"": ""chipmunk""}, {""id"": 11095, ""name"": ""cruise ship""}, {""id"": 234363, ""name"": ""overboard""}]",en,Alvin and the Chipmunks: Chipwrecked,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",23.473004,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-12-2011,342695435,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This holiday it's gonna get squeaky.,Alvin and the Chipmunks: Chipwrecked,5.4,484
46000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.google.com,888,"[{""id"": 554, ""name"": ""manager""}, {""id"": 931, ""name"": ""jealousy""}, {""id"": 2374, ""name"": ""bad mother-in-law""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 2783, ""name"": ""family's daily life""}, {""id"": 4428, ""name"": ""stone age""}, {""id"": 4812, ""name"": ""plan""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 12616, ""name"": ""dinosaur""}]",en,The Flintstones,Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,28.964162,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Hanna-Barbera Productions"", ""id"": 1353}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26-05-1994,341631208,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Yabba-Dabba-Doo!,The Flintstones,5.0,543
85000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",http://disney.go.com/disneypictures/enchanted/,4523,"[{""id"": 351, ""name"": ""poison""}, {""id"": 2011, ""name"": ""queen""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 7939, ""name"": ""portal""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 170362, ""name"": ""fantasy world""}, {""id"": 177901, ""name"": ""evil witch""}, {""id"": 193521, ""name"": ""part animation""}]",en,Enchanted,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",29.21998,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""Andalasia Productions"", ""id"": 8908}, {""name"": ""Right Coast Productions"", ""id"": 8909}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-11-2007,340487652,107.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This fairytale princess is about to meet a real Prince Charming,Enchanted,6.6,1449
110000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}]",http://www.300themovie.com/,53182,"[{""id"": 18712, ""name"": ""based on graphic novel""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 182677, ""name"": ""sea battle""}, {""id"": 188955, ""name"": ""hand to hand combat""}, {""id"": 190999, ""name"": ""minions""}, {""id"": 195862, ""name"": ""naval warfare""}, {""id"": 209714, ""name"": ""3d""}]",en,300: Rise of an Empire,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",71.510596,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",05-03-2014,337580051,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Seize your glory!,300: Rise of an Empire,6.1,2397
100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.google.com,414,"[{""id"": 483, ""name"": ""riddle""}, {""id"": 849, ""name"": ""dc comics""}, {""id"": 3259, ""name"": ""rose""}, {""id"": 6969, ""name"": ""gotham city""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 10486, ""name"": ""robin""}, {""id"": 10525, ""name"": ""broken neck""}, {""id"": 11268, ""name"": ""psychologist""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 33518, ""name"": ""district attorney""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 33981, ""name"": ""falling down stairs""}, {""id"": 34156, ""name"": ""tied up""}, {""id"": 156116, ""name"": ""tommy gun""}, {""id"": 157166, ""name"": ""beretta""}, {""id"": 157583, ""name"": ""knocked out""}, {""id"": 163455, ""name"": ""super powers""}, {""id"": 170383, ""name"": ""disfigurement""}, {""id"": 170652, ""name"": ""father figure""}]",en,Batman Forever,"The Dark Knight of Gotham City confronts a dastardly duo: Two-Face and the Riddler. Formerly District Attorney Harvey Dent, Two-Face believes Batman caused the courtroom accident which left him disfigured on one side. And Edward Nygma, computer-genius and former employee of millionaire Bruce Wayne, is out to get the philanthropist; as The Riddler. Former circus acrobat Dick Grayson, his family killed by Two-Face, becomes Wayne's ward and Batman's new partner Robin.",48.205606,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Polygram Filmed Entertainment"", ""id"": 31080}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",31-05-1995,336529144,121.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Courage now, truth always...",Batman Forever,5.2,1498
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",http://disney.go.com/disneypictures/princeofpersia,9543,"[{""id"": 1241, ""name"": ""persia""}, {""id"": 1965, ""name"": ""sandstorm""}, {""id"": 12653, ""name"": ""brother against brother""}, {""id"": 12654, ""name"": ""armageddon""}, {""id"": 12655, ""name"": ""regent""}, {""id"": 41645, ""name"": ""based on video game""}]",en,Prince of Persia: The Sands of Time,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",62.169881,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19-05-2010,335154643,116.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Defy the Future,Prince of Persia: The Sands of Time,6.2,2317
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.google.com,9802,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 3293, ""name"": ""gas attack""}, {""id"": 3859, ""name"": ""alcatraz""}, {""id"": 18233, ""name"": ""hostage situation""}, {""id"": 18525, ""name"": ""fbi agent""}]",en,The Rock,"A group of renegade marine commandos seizes a stockpile of chemical weapons and takes over Alcatraz, with 81 tourists as hostages. Their leader demands $100 million to be paid, as restitution to families of Marines who died in covert ops – or he will launch 15 rockets carrying deadly VX gas into the San Francisco Bay area.",51.469576,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",06-06-1996,335062621,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Alcatraz.  Only one man has ever broken out.  Now five million lives depend on two men breaking in.,The Rock,6.9,1456
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",http://nowyouseeme.movie,291805,"[{""id"": 212, ""name"": ""london england""}, {""id"": 478, ""name"": ""china""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2908, ""name"": ""secret society""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 228519, ""name"": ""macau china""}, {""id"": 236458, ""name"": ""magician""}]",en,Now You See Me 2,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",51.535701,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""TIK Films"", ""id"": 72441}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02-06-2016,334901337,129.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You Haven't Seen Anything Yet,Now You See Me 2,6.7,3235
125000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",http://sherlockholmes2.warnerbros.com/index.html,58574,"[{""id"": 1752, ""name"": ""detective inspector""}, {""id"": 10028, ""name"": ""steampunk""}, {""id"": 18023, ""name"": ""criminal mastermind""}]",en,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",81.499621,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Wigram Productions"", ""id"": 23202}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22-11-2011,334615000,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The game is afoot.,Sherlock Holmes: A Game of Shadows,7.0,3886
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.benjaminbutton.com/,4922,"[{""id"": 2913, ""name"": ""diary""}, {""id"": 3588, ""name"": ""navy""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 4262, ""name"": ""tea""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 11612, ""name"": ""hospital""}]",en,The Curious Case of Benjamin Button,"Tells the story of Benjamin Button, a man who starts aging backwards with bizarre consequences.",60.269279,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24-11-2008,333932083,166.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,3292
110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/,714,"[{""id"": 212, ""name"": ""london england""}, {""id"": 392, ""name"": ""england""}, {""id"": 470, ""name"": ""spy""}, {""id"": 478, ""name"": ""china""}, {""id"": 1774, ""name"": ""news broadcast""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2136, ""name"": ""television""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 2954, ""name"": ""manipulation of the media""}, {""id"": 3272, ""name"": ""secret intelligence service""}, {""id"": 3531, ""name"": ""special car""}, {""id"": 3586, ""name"": ""tv station""}, {""id"": 3587, ""name"": ""media tycoon""}, {""id"": 3588, ""name"": ""navy""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 41249, ""name"": ""secret service""}, {""id"": 164713, ""name"": ""hamburg germany""}]",en,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,42.887121,"[{""name"": ""Eon Productions"", ""id"": 7576}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11-12-1997,333011068,119.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}]",Released,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,6.0,925
28000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",http://www.indianajones.com,87,"[{""id"": 483, ""name"": ""riddle""}, {""id"": 1454, ""name"": ""treasure""}, {""id"": 2860, ""name"": ""heart""}, {""id"": 4062, ""name"": ""skeleton""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15149, ""name"": ""monkey""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 162767, ""name"": ""thuggee""}, {""id"": 167106, ""name"": ""conveyor belt""}, {""id"": 174465, ""name"": ""mine car""}, {""id"": 174468, ""name"": ""rope bridge""}, {""id"": 174469, ""name"": ""belching""}, {""id"": 174472, ""name"": ""child driving a car""}, {""id"": 174476, ""name"": ""eating brains""}, {""id"": 174480, ""name"": ""splits""}, {""id"": 176731, ""name"": ""indiana jones""}, {""id"": 184134, ""name"": ""archeology\u00a0""}]",en,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",66.976776,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",23-05-1984,333000000,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""si"", ""name"": """"}]",Released,If adventure has a name... it must be Indiana Jones.,Indiana Jones and the Temple of Doom,7.1,2781
40000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.backtothefuture.com/movies/backtothefuture2,165,"[{""id"": 390, ""name"": ""skateboarding""}, {""id"": 391, ""name"": ""flying car""}, {""id"": 830, ""name"": ""car race""}, {""id"": 951, ""name"": ""delorean""}, {""id"": 952, ""name"": ""lightning""}, {""id"": 956, ""name"": ""almanac""}, {""id"": 1436, ""name"": ""inventor""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10738, ""name"": ""diner""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 33888, ""name"": ""electric guitar""}, {""id"": 172251, ""name"": ""walking cane""}, {""id"": 196664, ""name"": ""high school dance""}, {""id"": 226370, ""name"": ""hoverboard""}, {""id"": 226371, ""name"": ""video phone""}]",en,Back to the Future Part II,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",43.345252,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20-11-1989,332000000,108.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Roads? Where we're going, we don't need roads!",Back to the Future Part II,7.4,3829
175000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/the-good-dinosaur,105864,"[{""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12026, ""name"": ""alternate history""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 13073, ""name"": ""fear""}, {""id"": 14527, ""name"": ""storm""}, {""id"": 18330, ""name"": ""nature""}, {""id"": 187864, ""name"": ""human""}, {""id"": 189092, ""name"": ""journey""}]",en,The Good Dinosaur,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,51.692953,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",14-11-2015,331926147,93.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Little Arms With Big Attitude,The Good Dinosaur,6.6,1736
